Olive,,16_004_Gm,
Red,,16_005_Gm,
Olive,,16_006_Gm,
Red,,16_007_Gm,
Olive,,16_008_Gm,
Olive,,16_009_Gm,
Olive,,16_010_Gm,
Red,,16_011_Gm,
Red,,16_012_Gm,
Red,,16_013_Gm,
Olive,,16_014_Gm,
Red,,16_015_Gm,
Olive,,16_016_Gm,
Red,,16_017_Gm,
Red,,16_018_Gm,
Red,,16_019_Gm,
Red,,16_020_Gm,
Red,,16_021_Gm,
Olive,,16_022_Gm,
Red,,16_023_Gm,
Red,,16_024_Gm,
Red,,16_025_Gm,
Red,,16_026_Gm,
Red,,16_027_Gm,
Olive,,16_028_Gm,
Olive,,16_029_Gm,
Olive,,16_030_Gm,
Olive,,16_031_Gm,
Red,,16_032_Gm,
Olive,,16_033_Gm,
Olive,,16_034_Gm,
Olive,,16_035_Gm,
Red,,16_036_Gm,
Red,,16_037_Gm,
Olive,,16_038_Gm,
Olive,,16_039_Gm,
Olive,,16_040_Gm,
Olive,,16_041_Gm,
Olive,,16_042_Gm,
Olive,,16_043_Gm,
Olive,,16_044_Gm,
Olive,,16_045_Gm,
Olive,,16_046_Gm,
Olive,,16_047_Gm,
Olive,,16_048_Gm,
Olive,,16_049_Gm,
Olive,,16_050_Gm,
Olive,,16_051_Gm,
Olive,,16_052_Gm,
Red,,16_053_Gm,
Red,,16_054_Gm,
Red,,16_055_Gm,
Red,,16_056_Gm,
Red,,16_057_Gm,
Red,,16_058_Gm,
Red,,16_059_Gm,
Red,,16_060_Gm,
Olive,,16_061_Gm,
Olive,,16_062_Gm,
Red,,16_063_Gm,
Red,,16_064_Gm,
Olive,,16_065_Gm,
Olive,,16_066_Gm,
Red,,16_067_Gm,
Red,,16_068_Gm,
Red,,16_069_Gm,
Olive,,16_070_Gm,
Red,,16_071_Gm,
Olive,,16_072_Gm,
Red,,16_073_Gm,
Olive,,16_074_Gm,
Red,,16_075_Gm,
Red,,16_076_Gm,
Red,,16_077_Gm,
Olive,,16_078_Gm,
Olive,,16_079_Gm,
Olive,,16_080_Gm,
Olive,,16_081_Gm,
Red,,16_082_Gm,
Olive,,16_083_Gm,
Red,,16_084_Gm,
Olive,,16_085_Gm,
Red,,16_086_Gm,
Red,,16_087_Gm,
Red,,16_088_Gm,
Red,,16_089_Gm,
Olive,,16_090_Gm,
Olive,,16_091_Gm,
Red,,16_092_Gm,
Red,,16_093_Gm,
Red,,16_094_Gm,
Red,,16_095_Gm,
Red,,16_096_Gm,
Red,,16_097_Gm,
Red,,16_098_Gm,
Red,,16_099_Gm,
Red,,16_100_Gm,
Olive,,16_101_Gm,
Olive,,16_102_Gm,
Olive,,16_103_Gm,
Olive,,16_104_Gm,
Red,,16_105_Gm,
Olive,,16_106_Gm,
Red,,16_107_Gm,
Olive,,16_108_Gm,
Red,,16_109_Gm,
Red,,16_110_Gm,
Red,,16_111_Gm,
Red,,16_112_Gm,
Red,,16_113_Gm,
Olive,,16_114_Gm,
Olive,,16_115_Gm,
Olive,,16_116_Gm,
Olive,,16_117_Gm,
Red,,16_118_Gm,
Olive,,16_119_Gm,
Red,,16_120_Gm,
Red,,16_121_Gm,
Olive,,16_122_Gm,
Olive,,16_123_Gm,
Red,,16_124_Gm,
Olive,,16_125_Gm,
Red,,16_126_Gm,
Red,,16_127_Gm,
Olive,,16_128_Gm,
Olive,,16_129_Gm,
Red,,16_130_Gm,
Olive,,16_131_Gm,
Olive,,16_132_Gm,
Olive,,16_133_Gm,
Olive,,16_134_Gm,
Olive,,16_135_Gm,
Olive,,16_136_Gm,
Red,,16_137_Gm,
Olive,,16_138_Gm,
Olive,,16_139_Gm,
Olive,,16_140_Gm,
Red,,16_141_Gm,
Olive,,16_142_Gm,
Red,,16_143_Gm,
Olive,,16_144_Gm,
Olive,,16_145_Gm,
Red,,16_146_Gm,
Red,,16_147_Gm,
Olive,,16_148_Gm,
Olive,,16_149_Gm,
Olive,,16_150_Gm,
Olive,,16_151_Gm,
Olive,,16_152_Gm,
Olive,,16_153_Gm,
Olive,,16_154_Gm,
Olive,,16_155_Gm,
Olive,,16_156_Gm,
Olive,,16_157_Gm,
Olive,,16_158_Gm,
Olive,,16_159_Gm,
Olive,,16_160_Gm,
Olive,,16_161_Gm,
Olive,,16_162_Gm,
Olive,,16_163_Gm,
Olive,,16_164_Gm,
Red,,16_165_Gm,
Olive,,16_166_Gm,
Olive,,16_167_Gm,
Olive,,16_168_Gm,
Olive,,16_169_Gm,
Olive,,16_170_Gm,
Olive,,16_171_Gm,
Olive,,16_172_Gm,
Olive,,16_173_Gm,
Olive,,16_174_Gm,
Olive,,16_175_Gm,
Olive,,16_176_Gm,
Olive,,16_177_Gm,
Olive,,16_178_Gm,
Olive,,16_179_Gm,
Olive,,16_180_Gm,
Olive,,16_181_Gm,
Red,,16_182_Gm,
Red,,16_183_Gm,
Red,,16_184_Gm,
Red,,16_185_Gm,
Olive,,16_186_Gm,
Olive,,16_187_Gm,
Olive,,16_188_Gm,
Red,,16_189_Gm,
Olive,91,16_201_Gm,
Olive,106,16_202_Gm,
Olive,93,16_203_Gm,
Olive,115,16_204_Gm,
Olive,115,16_205_Gm,
Olive,118,16_206_Gm,
Olive,118,16_207_Gm,
Olive,74,16_208_Gm,
Olive,74,16_209_Gm,
Red,61,16_210_Gm,
Red,75,16_211_Gm,
Red,75,16_212_Gm,
Olive,60,16_213_Gm,
Red,67,16_214_Gm,
Brown,93,16_215_Gm,1.32
Brown,96,16_216_Gm,1.2
Brown,93,16_217_Gm,1.38
Red,60,16_218_Gm,1.7
Red,83,16_219_Gm,1.42
Olive,91,16_220_Gm,1.2
Olive,171,16_221_Gm,1.12
Olive,171,16_222_Gm,
Olive,171,16_223_Gm,1
Olive,171,16_224_Gm,1.02
Olive,190,16_225_Gm,1.01
Olive,190,16_226_Gm,1.01
Olive,190,16_227_Gm,1.01
Olive,190,16_228_Gm,0.94
Olive,190,16_229_Gm,1.07
Olive,190,16_230_Gm,1.05
Olive,190,16_231_Gm,1.11
Olive,190,16_232_Gm,1.15
Olive,190,16_233_Gm,1.08
Olive,190,16_234_Gm,1.09
Olive,190,16_235_Gm,1.09
Olive,190,16_236_Gm,1.1
Olive,190,16_237_Gm,1.11
Olive,190,16_238_Gm,1.09
Olive,190,16_239_Gm,1.18
Olive,190,16_240_Gm,1.15
Olive,190,16_241_Gm,1.12
Olive,190,16_242_Gm,1.05
Olive,190,16_243_Gm,1.1
Olive,190,16_244_Gm,1.09
Olive,190,16_245_Gm,1.06
Olive,190,16_246_Gm,1.1
Olive,190,16_247_Gm,1.08
Olive,190,16_248_Gm,1.06
Olive,190,16_249_Gm,1.13
Red,28.3,17_001_Gm,1.54
Olive,28.3,17_002_Gm,1.13
Red,16.8,17_003_Gm,1.71
Red,16.8,17_004_Gm,1.76
Red,16.8,17_005_Gm,1.57
Red,16.8,17_006_Gm,1.33
Red,16.8,17_007_Gm,1.74
Red,33.5,17_008_Gm,1.42
Brown,33.5,17_009_Gm,1.14
Red,25.3,17_010_Gm,1.7
Red,33.5,17_011_Gm,1.46
Red,25.3,17_012_Gm,1.38
Red,25.3,17_013_Gm,1.39
Brown,25.3,17_014_Gm,1.38
Red,25.3,17_015_Gm,1.39
Red,25.3,17_016_Gm,1.51
Red,25.3,17_017_Gm,1.22
Red,22.86,17_018_Gm,1.49
Red,22.86,17_019_Gm,1.3
Red,22.86,17_020_Gm,1.55
Olive,20.7,17_021_Gm,1.49
Red,20.7,17_022_Gm,1.4
Red,20.7,17_023_Gm,1.35
Red,18.6,17_024_Gm,1.33
Olive,18.6,17_025_Gm,1.26
Red,24.4,17_026_Gm,1.56
Red,24.4,17_027_Gm,1.38
Red,21.3,17_028_Gm,1.67
Red,27.4,17_029_Gm,1.38
Olive,103,17_030_Gm,1.15
Red,103,17_031_Gm,1.56
Olive,103,17_032_Gm,1.17
Olive,103,17_033_Gm,1.09
Olive,70,17_034_Gm,1.3
,,17_035_Gm,
,,17_036_Gm,
,,17_037_Gm,
,,17_038_Gm,
,,17_039_Gm,
,,17_040_Gm,
,,17_041_Gm,
,,17_042_Gm,
,,17_043_Gm,
,,17_044_Gm,
,,17_045_Gm,
,,17_046_Gm,
,,17_047_Gm,
,,17_048_Gm,
,,17_049_Gm,
,,17_050_Gm,
,,17_051_Gm,
,,17_052_Gm,
,,17_053_Gm,
,,17_054_Gm,
,,17_055_Gm,
,,17_056_Gm,
,,17_057_Gm,
,,17_058_Gm,
,,17_059_Gm,
,,17_060_Gm,
,,17_061_Gm,
,,17_062_Gm,
,,17_063_Gm,
,,17_064_Gm,
,,17_065_Gm,
,,17_066_Gm,
,,17_067_Gm,
,,17_068_Gm,
,,17_069_Gm,
,,17_070_Gm,
,,17_071_Gm,
,,17_072_Gm,
,,17_073_Gm,
,,17_074_Gm,
,,17_075_Gm,
,,17_076_Gm,
,,17_077_Gm,
,,17_078_Gm,
,,17_079_Gm,
,,17_080_Gm,
,,17_081_Gm,
,,17_082_Gm,
,,17_083_Gm,
,,17_084_Gm,
,,17_085_Gm,
,,17_086_Gm,
,,17_087_Gm,
,,17_088_Gm,
,,17_089_Gm,
,,17_090_Gm,
,,17_091_Gm,
,,17_092_Gm,
,,17_093_Gm,
,,17_094_Gm,
,,17_095_Gm,
,,17_096_Gm,
,,17_097_Gm,
,,17_098_Gm,
,,17_099_Gm,
,,17_100_Gm,
,,17_101_Gm,
,,17_102_Gm,
,,17_103_Gm,
,,17_104_Gm,
,,17_105_Gm,
,,17_106_Gm,
,,17_107_Gm,
,,17_108_Gm,
,,17_109_Gm,
,,17_110_Gm,
,,17_111_Gm,
,,17_112_Gm,
,,17_113_Gm,
,,17_114_Gm,
,,17_115_Gm,
,,17_116_Gm,
,,17_117_Gm,
,,17_118_Gm,
,,17_119_Gm,
,,17_120_Gm,
,,17_121_Gm,
,,17_122_Gm,
,,17_123_Gm,
,,17_124_Gm,
,,17_125_Gm,
,,17_126_Gm,
,,17_127_Gm,
,,17_128_Gm,
,,17_129_Gm,
,,17_130_Gm,
,,17_131_Gm,
,,17_132_Gm,
,,17_133_Gm,
,,17_134_Gm,
,,17_135_Gm,
,,17_136_Gm,
,,17_137_Gm,
,,17_138_Gm,
,,17_139_Gm,
,,17_140_Gm,
,,17_141_Gm,
,,17_142_Gm,
,,17_143_Gm,
,,17_144_Gm,
,,17_145_Gm,
,,17_146_Gm,
,,17_147_Gm,
,,17_148_Gm,
,,17_149_Gm,
,,17_150_Gm,
,,17_151_Gm,
,,17_152_Gm,
Red,77,17_153_Gm,1.48
Red,77,17_154_Gm,1.31
Red,77,17_155_Gm,1.46
Red,77,17_156_Gm,1.24
,,17_157_Gm,
,,17_158_Gm,
,,17_159_Gm,
,,17_160_Gm,
,,17_161_Gm,
,,17_162_Gm,
,,17_163_Gm,
,,17_164_Gm,
,,17_165_Gm,
,,17_166_Gm,
,,17_167_Gm,
,,17_168_Gm,
,,17_169_Gm,
,,17_170_Gm,
,,17_171_Gm,
,,17_172_Gm,
,,17_173_Gm,
,,17_174_Gm,
,,17_175_Gm,
,,17_176_Gm,
,,17_177_Gm,
,,17_178_Gm,
,,17_179_Gm,
,,17_180_Gm,
,,17_181_Gm,
,,17_182_Gm,
,,17_183_Gm,
,,17_184_Gm,
,,17_185_Gm,
,,17_186_Gm,
,,17_187_Gm,
,,17_188_Gm,
,,17_189_Gm,
,,17_190_Gm,
,,17_191_Gm,
,,17_192_Gm,
,,17_193_Gm,
,,17_194_Gm,
,,17_195_Gm,
,,17_196_Gm,
,,17_197_Gm,
,,17_198_Gm,
,,17_199_Gm,
,,17_200_Gm,
,,17_201_Gm,
,,17_202_Gm,
,,17_203_Gm,
,,17_204_Gm,
,,17_205_Gm,
,,17_206_Gm,
,,17_207_Gm,
,,17_208_Gm,
,,17_209_Gm,
,,17_210_Gm,
,,17_211_Gm,
,,17_212_Gm,
,,17_213_Gm,
,,17_214_Gm,
,,17_215_Gm,
,,17_216_Gm,
,,17_217_Gm,
,,17_218_Gm,
,,17_219_Gm,
,,17_220_Gm,
,,17_221_Gm,
,,17_222_Gm,
,,17_223_Gm,
,,17_224_Gm,
,,17_225_Gm,
,,17_226_Gm,
,,17_227_Gm,
,,17_228_Gm,
,,17_229_Gm,
,,17_230_Gm,
,,17_231_Gm,
,,17_232_Gm,
,,17_233_Gm,
,,17_234_Gm,
,,17_235_Gm,
,,17_236_Gm,
,,17_237_Gm,
,,17_238_Gm,
,,17_239_Gm,
,,17_240_Gm,
,,17_241_Gm,
,,17_242_Gm,
,,17_243_Gm,
,,17_244_Gm,
,,17_245_Gm,
,,17_246_Gm,
,,17_247_Gm,
,,17_248_Gm,
,,17_249_Gm,
,,17_250_Gm,
,,17_251_Gm,
,,17_252_Gm,
,,17_253_Gm,
,,17_254_Gm,
,,17_255_Gm,
,,17_256_Gm,
,,17_257_Gm,
,,17_258_Gm,
,,17_259_Gm,
,,17_260_Gm,
,,17_261_Gm,
,,17_262_Gm,
,,17_263_Gm,
,,17_264_Gm,
,,17_265_Gm,
,,17_266_Gm,
,,17_267_Gm,
,,17_268_Gm,
,,17_269_Gm,
,,17_270_Gm,
,,17_271_Gm,
,,17_272_Gm,
,,17_273_Gm,
,,17_274_Gm,
,,17_275_Gm,
,,17_276_Gm,
,,17_277_Gm,
,,17_278_Gm,
,,17_279_Gm,
,,17_280_Gm,
,,17_281_Gm,
,,17_282_Gm,
,,17_283_Gm,
Olive,170,17_284_Gm,1.17
Olive,170,17_285_Gm,1.06
Olive,170,17_286_Gm,1.15
Olive,170,17_287_Gm,1.15
Olive,170,17_288_Gm,1.06
Olive,170,17_289_Gm,1.1
Olive,170,17_290_Gm,1.07
Olive,170,17_291_Gm,1.11
Olive,170,17_292_Gm,1.09
Olive,170,17_293_Gm,1.06
Olive,170,17_294_Gm,1.07
Olive,170,17_295_Gm,1.05
Olive,170,17_296_Gm,1.08
Olive,170,17_297_Gm,1.04
Olive,170,17_298_Gm,1.26
Olive,170,17_299_Gm,1.18
Olive,170,17_300_Gm,1.15
Olive,170,17_301_Gm,1.31
Olive,170,17_302_Gm,1.11
Olive,170,17_303_Gm,1.11
Olive,170,17_304_Gm,1.08
Olive,170,17_305_Gm,1.08
Olive,170,17_306_Gm,1.09
Olive,170,17_307_Gm,1.05
Olive,170,17_308_Gm,1
Olive,170,17_309_Gm,1.09
Olive,170,17_310_Gm,1.09
Olive,170,17_311_Gm,1.04
Olive,,17_312_Gm,
Red,,17_313_Gm,1.13
Red,,17_314_Gm,1.13
Red,,17_315_Gm,1.5
Red,,17_316_Gm,1.31
,,17_317_Gm,1.33
,,17_318_Gm,1.3
,,17_319_Gm,1.3
,,17_320_Gm,1.51
,,17_321_Gm,1.36
,,17_322_Gm,
,,17_323_Gm,1.33
,,17_324_Gm,1.09
,,17_325_Gm,1.02
,,17_326_Gm,1.39
,,17_327_Gm,1.32
,,17_328_Gm,1.37
,,17_329_Gm,1.25
,,17_330_Gm,1.31
,,17_331_Gm,0.9
,,17_332_Gm,1.07
,,17_333_Gm,1.11
,,17_334_Gm,1.01
,,17_335_Gm,1.06
,,17_336_Gm,
,,17_337_Gm,
,,17_338_Gm,
,,17_339_Gm,
,,17_340_Gm,
,,17_341_Gm,
,,17_342_Gm,
,,17_343_Gm,
,,17_344_Gm,
,,17_345_Gm,
,,17_346_Gm,
,,17_347_Gm,
,,17_348_Gm,
,,17_349_Gm,
,,17_350_Gm,
,,17_351_Gm,
,,17_352_Gm,
,,17_353_Gm,
,,17_354_Gm,
,,17_355_Gm,
,,17_356_Gm,
,,17_357_Gm,
,,17_358_Gm,
,,17_359_Gm,
,,17_360_Gm,
,,17_361_Gm,
,,17_362_Gm,
,,17_363_Gm,
,,17_364_Gm,
,,17_365_Gm,
,,17_366_Gm,
,,17_367_Gm,
,,17_368_Gm,
,,17_369_Gm,
,,17_370_Gm,
,,17_371_Gm,
,,17_372_Gm,
,,17_373_Gm,
,,17_374_Gm,
,,17_375_Gm,
,,17_376_Gm,
,,17_377_Gm,
,,17_378_Gm,
,,17_379_Gm,
,,17_380_Gm,
,,17_381_Gm,
,,17_382_Gm,
,,17_383_Gm,
,,17_384_Gm,
,,17_385_Gm,
,,17_386_Gm,